,Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector,description
74,TSXV,Aldershot Resources Ltd.,ALZ,1447909.32,Canada,BC,Mining,,"Alony-Hetz Properties & Investments is a real estate company that owns and operates commercial properties in Israel and overseas. Its strategy is to manage a large and diversified property portfolio in developing areas and mature markets. The company also purchases and develops real estate to support its rental operations. The type of real estate it manages includes office buildings, commercial centers, supermarkets, central business stations, and industrial parks. The company's largest property investments are based in Israel, followed by the United States, Switzerland, the United Kingdom, and other regions. It also develops and maintains renewable energy installations in Israel and Poland."
75,TSXV,Aldever Resources Inc.,ALD,2108966.925,Canada,BC,Mining,,"Aldebaran Resources Inc is a Canadian based mining company. It is primarily involved in the exploration, development and acquisition of deposits in Argentina. The principal property of the group is Rio Grande copper-gold project in Argentina."
76,TSXV,Aldridge Minerals Inc.,AGM,31017205.78,Canada,BC,Mining,,"Federal Agricultural Mortgage Corp provides agricultural real estate and rural housing mortgage loans in the secondary market in the U.S. Its operations consist of four segments: Farm & Ranch, USDA Guarantees, Rural Utilities, and Institutional Credit. The company purchases eligible mortgage loans secured by first liens on agricultural real estate and rural housing under the Farm & Ranch line of business."
77,TSXV,Aldrin Resource Corp.,ALN,3790815.68,Canada,BC,Mining,,
78,TSXV,Alexandria Minerals Corporation,AZX,15579454.5,Canada,ON,Mining,,
79,TSX,Alexco Resource Corp.,AXR,161207648.8,Canada,BC,Mining,,"Amrep Corp through its subsidiaries is engaged in Real estate business. The Real estate segment includes land sales and lease activities, which involve the obtaining of approvals and the sale of both developed and undeveloped lots to homebuilders, commercial users and others, as well as investments in commercial and investment properties. Geographically, all the activities are carried out through United States."
80,TSXV,Algold Resources Ltd.,ALG,28510627.25,Canada,QC,Mining,,"Algold Resources Ltd is a junior mineral exploration company. The company is focused on the exploration and development of gold deposits in West Africa. Its properties are located in Mauritania, including Kneivissat, Legouessi, and Tijirit and Akjoujt."
81,TSX,Algoma Central Corporation,ALC,539989788.8,Canada,ON,Diversified Industries,Industrial Products and Services,"Algoma Central Corporation is a Canadian shipping company. It operates Canadian flag fleet of dry and liquid bulk carriers operating on the Great Lakes. The company operates its business through six segments that are Domestic Dry-Bulk, Product Tankers, Ocean SelfUnloaders, Corporate, Investment Properties, and Global Short Sea Shipping. The Domestic Dry-Bulk, accounts for the maximum revenue, Product Tankers, and Ocean Shipping. The dry-bulk vessels carry a cargo of raw materials such as grain, iron ore, salt and aggregates and operates throughout the Great Lakes. The product tankers manage a fleet of seven Canadian flag tanker vessels and the ocean shipping segment includes two ocean-going self-unloading vessels."
82,TSX,Algonquin Power & Utilities Corp.,AQN,3269779851.0,Canada,ON,Clean Technology,Renewable Energy Production and Distribution,"Algonquin Power & Utilities Corp is a North American generation, transmission, and distribution utility. Within its distribution group, Algonquin owns and operates regulated water, natural gas, and electricity distribution utilities in the United States. Most of the company's revenue is derived from this division and, in turn, most of this division's revenue comes from its distribution of natural gas. In its generation group, Algonquin sells electricity produced by its energy facilities, including hydroelectric, wind, solar, and thermal power plants. Algonquin's wind farms account for most of its generation revenue. Finally, the company's transmission group focuses on building and investing in natural gas pipelines and electric transmission systems."
83,TSXV,Alianza Minerals Ltd.,ANZ,2827907.8,Canada,BC,Mining,,"Alianza Minerals Ltd is a Canada-based exploration-stage company that is principally engaged in the acquisition and exploration of mineral properties. The property portfolio of the company includes Yanac Project, Isy Prospect, East Walker Project, BP Project, Bellview, Horsethief, White River, Haldane, Goz Greek, and others. The company's exploration assets are located in Peru, Nevada, Mexico, and Yukon. The company operates through a single segment being the Acquisition and exploration of mineral properties."
84,TSX,Alignvest Acquisition Corporation,AQX.A,263666250.0,Canada,ON,,,
85,TSX,Alimentation Couche-Tard Inc.,ATD.B,35352195454.0,Canada,QC,Diversified Industries,Consumer Products and Services,"Alimentation Couche-Tard Inc operates a network of convenience stores across North America, Ireland, Scandinavia, Poland, the Baltics, and Russia. The company primarily generates income through the sale of tobacco products, groceries, beverages, fresh food, quick service restaurants, car wash services, other retail products and services, road transportation fuel, stationary energy, marine fuel, and chemicals. In addition, the company operates more stores under the Circle K banner in other countries such as China, Egypt, and Malaysia. Its operation is geographically divided into U.S., Europe, and Canada. Revenue from external customers fall mainly into three categories: merchandise and services, road transportation fuel, and other."
86,TSXV,Alix Resources Corp.,AIX,3046006.755,Canada,BC,Mining,,"Aixtron SE is a provider of deposition equipment to the semiconductor industry. The company's technology solutions are used by a diverse range of customers to build advanced components for electronic and optoelectronic applications based on compound, silicon, or organic semiconductor materials. Its components are used in displays, signaling, lighting, fiber optic communication systems, wireless and mobile telephony applications, optical and electronic storage devices, computing, as well as in other leading-edge applications. Business operation of the group can be seen in the market of Germany, the USA, Korea, China, Taiwan, Asia, and Europe."
